Subject,Subject QID,Predicate,Object,Object QID,Source_Raw
Borghese Palace,/,located_in,Rome,/,246
"Borgognone, Giacomo",/,is,Jacques Courtois,/,247
"Borgognone, Giacomo",/,is,Jacques Courtois,/,248
"Borgognone, Giacomo",/,created,drawings for tribune of Gesù,/,248
"Borgognone, Guglielmo",/,is,Guillaume Courtois,/,249
"Borgognone, Guglielmo",/,is,Guillaume Courtois,/,250
"Borgognone, Guglielmo",/,sponsored,Martyrdom of St Andrew,/,250
"Borromini, Francesco",/,collaborated_on,Oratorians,/,253
"Borromini, Francesco",/,collaborated_on,Pope Innocent X,/,254
Scalzi church in Rome,/,located_in,Rome,/,255
"Borromini, Francesco",/,sponsored,Scalzi church in Rome,/,255
"Borromini, Francesco",/,created,work on the Oratorio,/,256
"Borromini, Francesco",/,created,work on Spada palace,/,257
"Boschini, Marco",/,sponsored,Ricche Miniere,/,261
"Boucher, François",/,collaborated_on,Count Tessin,/,270
"Boucher, François",/,created,designs for Tombeaux des Princes,/,271
designs for Tombeaux des Princes,/,intended_for,Tombeaux des Princes,/,271
"Bracci, Pietro",/,sponsored,Annunciation,/,273
"Bracciano, Paolo Giordona II Orsini, Duke of",/,collaborated_on,Claude,/,277
"Bracciano, Paolo Giordona II Orsini, Duke of",/,collaborated_on,van den Hecke,/,278
"Bracciano, Paolo Giordona II Orsini, Duke of",/,collaborated_on,Pietro Tacca,/,279
"Bracciano, Paolo Giordona II Orsini, Duke of",/,collaborated_on,Podestà,/,280
"Bracciano, Paolo Giordona II Orsini, Duke of",/,sponsored,Bernini head,/,281
"Bracciano, Paolo Giordona II Orsini, Duke of",/,sponsored,medal,/,281
"Bracciano, Paolo Giordona II Orsini, Duke of",/,sponsored,bust,/,281
"Bracciano, Paolo Giordona II Orsini, Duke of",/,sponsored,commissions to Bernini and Tacca,/,282
"Bracciano, Paolo Giordona II Orsini, Duke of",/,sponsored,correspondence with Queen Christina of Sweden,/,283
"Bracciano, Paolo Giordona II Orsini, Duke of",/,sponsored,Leoni etching,/,284
"Bracciano, Paolo Giordona II Orsini, Duke of",/,sponsored,love of music,/,285
"Bracciano, Paolo Giordona II Orsini, Duke of",/,sponsored,love of spectacle,/,285
"Bracciano, Paolo Giordona II Orsini, Duke of",/,sponsored,medal collecting,/,286
"Bracciano, Paolo Giordona II Orsini, Duke of",/,sponsored,poetry,/,287
"Bracciolini, Francesco",/,sponsored,L'elettione di Urbano VIII,/,289
plan for ceiling in Barberini palace,/,located_in,Barberini palace,/,290
"Bracciolini, Francesco",/,sponsored,plan for ceiling in Barberini palace,/,290
"Brandi, Giacinto",/,sponsored,letters relating to S. Andrea al Quirinale altarpieces,/,295
"Brugiori, Domenico",/,sponsored,Cain,/,305
"Brugiori, Domenico",/,sponsored,Abel,/,305
"Brusoni, Girolamo",/,sponsored,Allori d'Eurota,/,310
"Brydges, Grey",/,refer_to,"Chandos, Lord",/,312
"Buonaccorsi, Raimondo",/,sponsored,commissioning of paintings of stories from the Aeneid,/,317
"Burlington, Lord",/,sponsored,house at Chiswick,/,320
"Cagnacci, Guido",/,sponsored,Magdalene,/,4
"Callot, Jacques",/,sponsored,Fiera dell' Impruneta,/,8
"Camassei, Andrea",/,sponsored,God creating the Angels,/,10
"Camassei, Andrea",/,sponsored,Parnassus,/,11
work in Barberini palace,/,located_in,Barberini palace,/,12
"Camassei, Andrea",/,created,work in Barberini palace,/,12
"Campbell, Colen",/,sponsored,Vitruvius Britannicus,/,18
Canaletto,/,collaborated_on,F. Algarotti,/,24
Canaletto,/,collaborated_on,F. Algarotti,/,25
Canaletto,/,created,view of Grand Canal as Palladio might have designed it,/,25
Canaletto,/,collaborated_on,McSwiny,/,26
Canaletto,/,sponsored,death,/,27
Canaletto,/,created,drawings of Ducal ceremonies for Furnaletto,/,28
drawings of Ducal ceremonies for Furnaletto,/,intended_for,Furnaletto,/,28
Canaletto,/,sponsored,Entry of the Comte de Gergy,/,29
Canaletto,/,sponsored,Entry of the Count of Bolagno,/,30
Canaletto,/,sponsored,Horses of St Mark's,/,31
paintings in Sigismund Streit's collection,/,located_in,Sigismund Streit,/,32
Canaletto,/,created,paintings in Sigismund Streit's collection,/,32
Canaletto,/,created,paintings for English Grand Tourists,/,33
paintings for English Grand Tourists,/,intended_for,English Grand Tourists,/,33
Canaletto,/,created,paintings for English Grand Tourists,/,34
paintings for English Grand Tourists,/,intended_for,English Grand Tourists,/,34
Canaletto,/,created,views of Venice for Duke of Bedford,/,34
views of Venice for Duke of Bedford,/,intended_for,Duke of Bedford,/,34
Canaletto,/,created,paintings for English Grand Tourists,/,35
paintings for English Grand Tourists,/,intended_for,English Grand Tourists,/,35
Canaletto,/,created,views of Venice for Earl of Carlisle,/,35
views of Venice for Earl of Carlisle,/,intended_for,Earl of Carlisle,/,35
Canaletto,/,created,paintings for English Grand Tourists,/,36
paintings for English Grand Tourists,/,intended_for,English Grand Tourists,/,36
Canaletto,/,created,views of Venice for Sir Robert Hervey,/,36
views of Venice for Sir Robert Hervey,/,intended_for,Sir Robert Hervey,/,36
possible share in Monument to Lord Stanhope (McSwiny's British Worthies),/,located_in,Monument to Lord Stanhope (McSwiny,/,37
Canaletto,/,sponsored,possible share in Monument to Lord Stanhope (McSwiny's British Worthies),/,37
Canaletto,/,sponsored,prices,/,38
Canaletto,/,created,relations with and work for Consul Smith,/,39
relations with and work for Consul Smith,/,intended_for,Consul Smith,/,39
Canaletto,/,created,relations with and work for Consul Smith,/,40
relations with and work for Consul Smith,/,intended_for,Consul Smith,/,40
Canaletto,/,sponsored,'caprices',/,40
Canaletto,/,created,relations with and work for Consul Smith,/,41
relations with and work for Consul Smith,/,intended_for,Consul Smith,/,41
Canaletto,/,sponsored,overdoors of Palladian buildings,/,41
Canaletto,/,created,relations with and work for Consul Smith,/,42
relations with and work for Consul Smith,/,intended_for,Consul Smith,/,42
Canaletto,/,created,pictures representing Grand Canal,/,42
Canaletto,/,created,relations with and work for Consul Smith,/,43
relations with and work for Consul Smith,/,intended_for,Consul Smith,/,43
Canaletto,/,created,resumption of work for Consul Smith ca 1740,/,43
resumption of work for Consul Smith ca 1740,/,intended_for,Consul Smith ca 1740,/,43
Canaletto,/,created,relations with and work for Consul Smith,/,44
relations with and work for Consul Smith,/,intended_for,Consul Smith,/,44
Canaletto,/,sponsored,series of 31 etchings dedicated to Consul Smith,/,44
Canaletto,/,created,relations with and work for Consul Smith,/,45
relations with and work for Consul Smith,/,intended_for,Consul Smith,/,45
Canaletto,/,created,views of Roman monuments,/,45
Canaletto,/,created,relations with and work for Consul Smith,/,46
relations with and work for Consul Smith,/,intended_for,Consul Smith,/,46
Canaletto,/,created,views of S. Marco,/,46
Canaletto,/,sponsored,Z. Sagredo and,/,47
share in Monument to Lord Somers (McSwiny's British Worthies),/,located_in,Monument to Lord Somers (McSwiny,/,48
Canaletto,/,sponsored,share in Monument to Lord Somers (McSwiny's British Worthies),/,48
share in Monument to Archbishop Tillotson (McSwiny's British Worthies),/,located_in,Monument to Archbishop Tillotson (McSwiny,/,49
Canaletto,/,sponsored,share in Monument to Archbishop Tillotson (McSwiny's British Worthies),/,49
Canaletto,/,created,view of Corfù for Marshal Schulenburg,/,50
view of Corfù for Marshal Schulenburg,/,intended_for,Marshal Schulenburg,/,50
Canaletto,/,sponsored,Vigilia di S. Marta,/,51
Canaletto,/,sponsored,Vigilia di S. Pietro,/,52
work in England,/,located_in,England,/,53
Canaletto,/,created,work in England,/,53
Canons,/,is,Duke of Chandos,/,56
"Canova, Antonio",/,created,bust of Paolo Renier,/,58
Ferrari statue of in Prà della Valle,/,located_in,Pr,/,59
"Canova, Antonio",/,sponsored,Ferrari statue of in Prà della Valle,/,59
"Canova, Antonio",/,created,portrait of Amadeo Swajer,/,60
statue of Marchese Poleni in Prà della Valle,/,located_in,Pr,/,61
"Canova, Antonio",/,created,statue of Marchese Poleni in Prà della Valle,/,61
Capuchins,/,located_in,Venice,/,64
"Caravaggio, Michelangelo da",/,collaborated_on,Vincenzo Giustiniani,/,70
"Caravaggio, Michelangelo da",/,sponsored,Conversion of St Paul,/,71
"Caravaggio, Michelangelo da",/,sponsored,Death of the Virgin,/,72
"Caravaggio, Michelangelo da",/,sponsored,Earthly Love,/,73
"Caravaggio, Michelangelo da",/,sponsored,Entombment of Christ,/,74
"Caravaggio, Michelangelo da",/,sponsored,Martyrdom of St Peter,/,75
"Caravaggio, Michelangelo da",/,created,portrait of Maffeo Barberini,/,76
"Caravaggio, Michelangelo da",/,sponsored,Sacrifice of Abraham,/,77
"Carlevarijs, Luca",/,sponsored,Le Fabriche e Vedute di Venetia,/,80
"Carlevarijs, Luca",/,sponsored,Entry of the Count of Colloredo,/,81
"Carlevarijs, Luca",/,sponsored,Entry of Lord Manchester,/,82
"Carlevarijs, Luca",/,sponsored,Regatta in honour of Frederick IV of Denmark,/,83
Carmelites,/,located_in,Venice,/,88
"Carpaccio, Vittore",/,sponsored,Scenes from Life of St Ursula,/,91
"Carpio, Marchese Del",/,collaborated_on,Bernini,/,95
in Naples,/,located_in,Naples,/,96
"Carpio, Marchese Del",/,sponsored,in Naples,/,96
in Naples,/,located_in,Naples,/,97
"Carpio, Marchese Del",/,sponsored,in Naples,/,97
"Carpio, Marchese Del",/,sponsored,reforms,/,97
in Rome,/,located_in,Rome,/,98
"Carpio, Marchese Del",/,sponsored,in Rome,/,98
in Rome,/,located_in,Rome,/,99
"Carpio, Marchese Del",/,sponsored,in Rome,/,99
"Carpio, Marchese Del",/,sponsored,purchases from Massimi collection,/,99
"Carracci, Annibale",/,sponsored,Beaneater,/,102
"Carracci, Annibale",/,created,drawings,/,103
"Carracci, Annibale",/,sponsored,Lucretia,/,104
"Carriera, Rosalba",/,collaborated_on,Augustus III of Poland,/,107
"Carriera, Rosalba",/,sponsored,influence on French painting,/,108
"Carriera, Rosalba",/,sponsored,"journal, edited by Vianello",/,109
"Carriera, Rosalba",/,created,portrait of Emmanuela Conti,/,110
"Carriera, Rosalba",/,sponsored,prices,/,111
"Carriera, Rosalba",/,sponsored,Winter,/,112
"Carriera, Rosalba",/,created,work for Consul Smith,/,113
work for Consul Smith,/,intended_for,Consul Smith,/,113
work in Paris,/,located_in,Paris,/,114
"Carriera, Rosalba",/,created,work in Paris,/,114
"Cassana, Niccolò",/,created,as agent for Grand Prince Ferdinand,/,119
as agent for Grand Prince Ferdinand,/,intended_for,Grand Prince Ferdinand,/,119
"Cassana, Niccolò",/,sponsored,Bacchanal,/,120
"Cassana, Niccolò",/,sponsored,Conspiracy of Catiline,/,121
"Cassana, Niccolò",/,created,paintings for Grand Prince Ferdinand,/,122
paintings for Grand Prince Ferdinand,/,intended_for,Grand Prince Ferdinand,/,122
"Cassana, Niccolò",/,created,Portrait of a Cook,/,123
"Cassana, Niccolò",/,created,Portrait of a Hunter,/,124
"Cassana, Niccolò",/,sponsored,Venus playing with Cupid,/,125
drawings in Sagredo collection,/,located_in,Sagredo collection,/,128
"Castiglione, Giovanni Benedetto",/,created,drawings in Sagredo collection,/,128
"Castiglione, Giovanni Benedetto",/,sponsored,importance of for 18th century,/,129
"Castiglione, Giovanni Benedetto",/,created,print of Diogenes,/,130
Cebes,/,sponsored,The Table (Pinax),/,142
"Cellini, Benvenuto",/,sponsored,Perseus,/,146
"Cerquozzi, Michelangelo",/,sponsored,anti-heroic element,/,151
"Cerquozzi, Michelangelo",/,sponsored,Arrival at the Palace (with Codazzi),/,152
"Cerquozzi, Michelangelo",/,sponsored,battle pictures,/,153
"Cerquozzi, Michelangelo",/,sponsored,collaboration with Codazzi,/,154
"Cerquozzi, Michelangelo",/,sponsored,effect of patronage of Roman aristocracy,/,155
"Cerquozzi, Michelangelo",/,sponsored,high prices for bambocciate,/,156
"Cerquozzi, Michelangelo",/,sponsored,Revolt of Masaniello,/,157
"Cerquozzi, Michelangelo",/,sponsored,situation after death of Urban VIII,/,158
"Cerquozzi, Michelangelo",/,sponsored,Spanish associations,/,159
"Cerquozzi, Michelangelo",/,sponsored,Women's Bath (with Codazzi),/,160
"Cerquozzi, Michelangelo",/,created,work for Cardinal Flavio Chigi,/,161
work for Cardinal Flavio Chigi,/,intended_for,Cardinal Flavio Chigi,/,161
"Chandos, Grey Brydges, 5th Lord",/,sponsored,Discourse of Rome,/,170
"Chandos, Grey Brydges, 5th Lord",/,sponsored,Horae Subsecivae,/,171
attempts to get Italian artists to settle in England,/,located_in,England,/,176
Charles I of England,/,sponsored,attempts to get Italian artists to settle in England,/,176
Charles I of England,/,sponsored,Bernini bust,/,177
Charles I of England,/,sponsored,effort at rapprochement with Rome,/,178
Charles I of England,/,sponsored,sale of pictures by Parliament,/,179
Charles I of England,/,sponsored,Van Dyck triple portrait,/,180
"Chigi, Agostino",/,is,nephew to Alexander VII,/,189
"Chigi, Fabio",/,is,Pope Alexander VII,/,190
"Chigi, Fabio",/,is,Pope Alexander VII,/,191
"Chigi, Fabio",/,occurred_during,"building in Rome, during reign",/,191
"Chigi, Fabio",/,is,Pope Alexander VII,/,192
"Chigi, Fabio",/,sponsored,conflict with Louis XIV,/,192
"Chigi, Fabio",/,is,Pope Alexander VII,/,193
"Chigi, Fabio",/,sponsored,decline in patronage after death of,/,193
"Chigi, Fabio",/,is,Pope Alexander VII,/,194
"Chigi, Fabio",/,sponsored,economic difficulties in reign,/,194
"Chigi, Fabio",/,is,Pope Alexander VII,/,195
"Chigi, Fabio",/,sponsored,patronage of Bernini,/,195
"Chigi, Cardinal Flavio",/,is,nephew to Pope Alexander VII,/,196
"Chigi, Cardinal Flavio",/,is,nephew to Pope Alexander VII,/,197
"Chigi, Cardinal Flavio",/,collaborated_on,Cerquozzi,/,197
"Chigi, Cardinal Flavio",/,is,nephew to Pope Alexander VII,/,198
"Chigi, Cardinal Flavio",/,sponsored,his voluptuousness,/,198
"Chigi, Don Mario",/,is,brother to Pope Alexander VII,/,199
"Christina, Queen of Sweden",/,collaborated_on,"Paolo Giordano II Orsini, Duke of Bracciano",/,201
"Christina, Queen of Sweden",/,sponsored,employment of Bellori,/,202
"Christina, Queen of Sweden",/,sponsored,loan of pictures for exhibition at San Giovanni Decollato,/,203
"Christina, Queen of Sweden",/,created,pictures looted from Prague by Gustavus Adolphus,/,204
Churches of religious orders,/,located_in,Rome,/,205
Churches,/,located_in,Bergamo,/,206
Churches,/,sponsored,S. Paolo d'Argan,/,206
Churches,/,located_in,Bergamo,/,207
Churches,/,sponsored,Santa Maria Maggiore,/,207
Churches,/,located_in,Este,/,208
Churches,/,sponsored,Beata Vergine della Salute,/,208
Churches,/,located_in,Florence,/,209
Churches,/,sponsored,S. Gaetano,/,209
Churches,/,located_in,Florence,/,210
Churches,/,sponsored,S. Croce,/,210
Churches,/,located_in,Padua,/,211
Churches,/,sponsored,Arena chapel,/,211
Churches,/,located_in,Paris,/,212
Churches,/,sponsored,St Anne-la-Royale,/,212
Churches,/,located_in,Rimini,/,213
Churches,/,sponsored,Tempio Malatestiano,/,213
Churches,/,located_in,Rome,/,214
Churches,/,sponsored,Gesù,/,214
Churches,/,located_in,Rome,/,215
Churches,/,sponsored,Gesù,/,215
Churches,/,sponsored,chapel of St Ignatius,/,215
Churches,/,located_in,Rome,/,216
Churches,/,sponsored,Gesù,/,216
Churches,/,sponsored,side-chapels,/,216
Churches,/,located_in,Rome,/,217
Churches,/,sponsored,Madonna di Montesanto,/,217
Churches,/,located_in,Rome,/,218
Churches,/,sponsored,S. Agnese (Piazza Navona),/,218
Churches,/,located_in,Rome,/,219
Churches,/,sponsored,S. Andrea al Quirinale,/,219
Churches,/,located_in,Rome,/,220
Churches,/,sponsored,S. Andrea al Quirinale,/,220
Churches,/,sponsored,documents about altarpieces by Brandi,/,220
Churches,/,sponsored,documents about altarpieces by Maratta,/,220
Churches,/,located_in,Rome,/,221
Churches,/,sponsored,S. Andrea al Quirinale,/,221
Churches,/,sponsored,Richeôme on,/,221
Churches,/,located_in,Rome,/,222
Churches,/,sponsored,S. Andrea della Valle,/,222
Churches,/,located_in,Rome,/,223
Churches,/,sponsored,S. Bartolommeo (art exhibitions organised by Bergamasque community),/,223
Churches,/,located_in,Rome,/,224
Churches,/,sponsored,S. Bibiana,/,224
Churches,/,located_in,Rome,/,225
Churches,/,sponsored,S. Carlo ai Catinari,/,225
Churches,/,located_in,Rome,/,226
Churches,/,sponsored,S. Carlo alle Quattro Fontane,/,226
Churches,/,located_in,Rome,/,227
Churches,/,sponsored,S. Francesco da Paola,/,227
Churches,/,located_in,Rome,/,228
Churches,/,sponsored,S. Ignazio,/,228
Churches,/,located_in,Rome,/,229
Churches,/,sponsored,St John Lateran,/,229
Churches,/,located_in,Rome,/,230
S. Lorenzo in Damaso,/,located_in,Damaso,/,230
Churches,/,sponsored,S. Lorenzo in Damaso,/,230
Churches,/,located_in,Rome,/,231
Churches,/,sponsored,S. Luigi dei Francesi,/,231
Churches,/,located_in,Rome,/,232
Churches,/,sponsored,S. Maria del Popolo,/,232
Churches,/,located_in,Rome,/,233
Churches,/,sponsored,S. Maria della Concezione,/,233
Churches,/,located_in,Rome,/,234
Churches,/,sponsored,S. Maria della Pace,/,234
Churches,/,located_in,Rome,/,235
Churches,/,sponsored,S. Maria della Vallicella (Chiesa Nuova),/,235
Churches,/,located_in,Rome,/,236
Churches,/,sponsored,S. Maria della Vittoria,/,236
Churches,/,located_in,Rome,/,237
Churches,/,sponsored,S. Maria Maggiore,/,237
Churches,/,located_in,Rome,/,238
Churches,/,sponsored,St Peter's,/,238
Churches,/,located_in,Rome,/,239
Churches,/,sponsored,St Peter's,/,239
Churches,/,created,altarpieces,/,239
Churches,/,located_in,Rome,/,240
Churches,/,sponsored,St Peter's,/,240
Churches,/,sponsored,Bernini Apostle's Chair,/,240
Churches,/,located_in,Rome,/,241
Churches,/,sponsored,St Peter's,/,241
Churches,/,sponsored,Bernini baldacchino,/,241
Churches,/,located_in,Rome,/,242
Churches,/,sponsored,St Peter's,/,242
Churches,/,created,tomb of Alexander VII,/,242
Churches,/,located_in,Rome,/,243
Churches,/,sponsored,St Peter's,/,243
Churches,/,sponsored,Urban VIII and,/,243
Churches,/,located_in,Rome,/,244
Churches,/,sponsored,S. Prassede,/,244
Churches,/,located_in,Rome,/,245
S. Salvatore in Lauro,/,located_in,Lauro,/,245
Churches,/,sponsored,S. Salvatore in Lauro,/,245
Churches,/,located_in,Rome,/,246
Churches,/,sponsored,S. Sebastiano,/,246
Churches,/,located_in,Rome,/,247
Churches,/,sponsored,S. Stefano Rotondo,/,247
Churches,/,located_in,Rome,/,248
Churches,/,sponsored,SS. Vincenzo ed Anastasio,/,248
Churches,/,located_in,Rome,/,249
Churches,/,sponsored,S. Vitale,/,249
Churches,/,located_in,Rome,/,250
Churches,/,sponsored,S. Vitale,/,250
Churches,/,sponsored,Richeôme on,/,250
Churches,/,located_in,Rovigo,/,251
Churches,/,sponsored,Tempio della Beata Vergine del Soccorso,/,251
Churches,/,located_in,Venice,/,252
Churches,/,sponsored,Madonna dell'Orto,/,252
Churches,/,located_in,Venice,/,253
Churches,/,sponsored,Pietà,/,253
Churches,/,located_in,Venice,/,254
Churches,/,sponsored,S. Aponal,/,254
Churches,/,located_in,Venice,/,255
Churches,/,sponsored,S. Basilio,/,255
Churches,/,located_in,Venice,/,256
Churches,/,sponsored,S. Canciano,/,256
Churches,/,located_in,Venice,/,257
Churches,/,sponsored,S. Giorgio Maggiore,/,257
Churches,/,located_in,Venice,/,258
Churches,/,sponsored,SS. Giovanni e Paolo,/,258
Churches,/,located_in,Venice,/,259
Churches,/,sponsored,S. Maria Assunta (Jesuit church),/,259
Churches,/,located_in,Venice,/,260
Churches,/,sponsored,S. Maria del Carmelo,/,260
Churches,/,located_in,Venice,/,261
Churches,/,sponsored,S. Maria del Giglio,/,261
Churches,/,located_in,Venice,/,262
Churches,/,sponsored,S. Maria del Rosario,/,262
Churches,/,located_in,Venice,/,263
Churches,/,sponsored,S. Maria di Nazareth (Scalzi church),/,263
Churches,/,located_in,Venice,/,264
Churches,/,sponsored,S. Matteo di Rialto,/,264
Churches,/,located_in,Venice,/,265
Churches,/,sponsored,S. Stae,/,265
Churches,/,located_in,Venice,/,266
Churches,/,sponsored,S. Tomà,/,266
Churches,/,located_in,Venice,/,267
Churches,/,sponsored,S. Vitale,/,267
Churches,/,located_in,Venice,/,268
Churches,/,sponsored,S. Zaccaria,/,268
Cibo palace,/,located_in,Rome,/,271
"Cignani, Carlo",/,collaborated_on,"S. Maria Maggiore, Bergamo",/,274
"Cignani, Carlo",/,sponsored,Bacchanal,/,275
"Cignani, Carlo",/,sponsored,cupola of Forli Cathedral,/,276
"Cignani, Carlo",/,sponsored,Jupiter giving Suck,/,277
"Cignani, Carlo",/,sponsored,St John the Baptist,/,278
"Cignaroli, Giambettino",/,created,work for Labia,/,280
work for Labia,/,intended_for,Labia,/,280
"Cigoli, Ludovico",/,sponsored,Deposition,/,282
share in McSwiny British Worthies,/,located_in,McSwiny British Worthies,/,284
"Cimaroli, Giovan Battista",/,sponsored,share in McSwiny British Worthies,/,284
share in McSwiny British Worthies,/,located_in,McSwiny British Worthies,/,285
"Cimaroli, Giovan Battista",/,sponsored,share in McSwiny British Worthies,/,285
"Cimaroli, Giovan Battista",/,sponsored,Lord Dorset,/,285
share in McSwiny British Worthies,/,located_in,McSwiny British Worthies,/,286
"Cimaroli, Giovan Battista",/,sponsored,share in McSwiny British Worthies,/,286
"Cimaroli, Giovan Battista",/,sponsored,Lord Somers,/,286
share in McSwiny British Worthies,/,located_in,McSwiny British Worthies,/,287
"Cimaroli, Giovan Battista",/,sponsored,share in McSwiny British Worthies,/,287
"Cimaroli, Giovan Battista",/,sponsored,Archbishop Tillotson,/,287
share in McSwiny British Worthies,/,located_in,McSwiny British Worthies,/,288
"Cimaroli, Giovan Battista",/,sponsored,share in McSwiny British Worthies,/,288
"Cimaroli, Giovan Battista",/,sponsored,William III,/,288
share in McSwiny British Worthies,/,located_in,McSwiny British Worthies,/,289
"Cimaroli, Giovan Battista",/,sponsored,share in McSwiny British Worthies,/,289
"Cimaroli, Giovan Battista",/,sponsored,(possibly) Lord Stanhope,/,289
Claude Lorrain,/,collaborated_on,Lorenzo Onofrio Colonna,/,293
Claude Lorrain,/,collaborated_on,Camillo Massimi,/,294
Claude Lorrain,/,collaborated_on,King of Spain,/,295
Claude Lorrain,/,collaborated_on,Pope Urban VIII,/,296
Claude Lorrain,/,sponsored,Argus guarding Io,/,297
Claude Lorrain,/,sponsored,Ascanius shooting the Stag of Sylvia,/,298
Claude Lorrain,/,sponsored,Castel Gandolfo,/,299
Claude Lorrain,/,sponsored,Coast View with Apollo,/,300
Claude Lorrain,/,sponsored,Coast View with the Cumaean Sibyl,/,300
Claude Lorrain,/,sponsored,Coast View with Perseus,/,301
Claude Lorrain,/,sponsored,Coast View with the Origin of Coral,/,301
Claude Lorrain,/,sponsored,Enchanted Castle,/,302
Claude Lorrain,/,sponsored,Flight into Egypt,/,303
Landing of Aeneas in Latium,/,located_in,Latium,/,304
Claude Lorrain,/,sponsored,Landing of Aeneas in Latium,/,304
Claude Lorrain,/,sponsored,Landscape with the Flight into Egypt,/,305
Claude Lorrain,/,sponsored,Landscape with Rural Dance,/,306
Claude Lorrain,/,sponsored,payment,/,307
Claude Lorrain,/,sponsored,Sacrifice to Apollo,/,308
Claude Lorrain,/,sponsored,Santa Marinella,/,309
Claude Lorrain,/,sponsored,Seaports,/,310
Claude Lorrain,/,sponsored,Storm at Sea,/,311
Claude Lorrain,/,created,View of Delphi,/,312
"Clement VIII, Pope",/,refer_to,"Aldobrandini, Ippolito",/,315
"Clement IX, Pope",/,refer_to,"Rospigliosi, Giulio",/,316
"Clement X, Pope",/,refer_to,"Altieri, Emilio",/,317
"Clement XI, Pope",/,refer_to,"Albani, Gianfrancesco",/,318
"Clement XII, Pope",/,refer_to,"Corsini, Lorenzo",/,319
"Clement XIII, Pope",/,refer_to,"Rezzonico, Carlo",/,320
Clerici Palace,/,located_in,Milan,/,321
"Codazzi, Viviano",/,sponsored,Arrival at the Palace (with Cerquozzi),/,326
"Codazzi, Viviano",/,sponsored,Pool of Bethesda (with M. Spadaro),/,327
Woman taken in Adultery (with M. Spadaro),/,located_in,Adultery (with M. Spadaro,/,328
"Codazzi, Viviano",/,sponsored,Woman taken in Adultery (with M. Spadaro),/,328
"Codazzi, Viviano",/,sponsored,Women's Bath (with Cerquozzi),/,329
frescoes of Battle of Lepanto in Colonna palace,/,located_in,Colonna palace,/,334
"Coli, Giovanni",/,created,frescoes of Battle of Lepanto in Colonna palace,/,334
"Colonna, Prince Francesco",/,sponsored,sale of Castle of Roviano to C. Barberini,/,339
"Colonna, Lorenzo Onofrio",/,sponsored,employment of Claude,/,343
"Colonna, Lorenzo Onofrio",/,sponsored,liking for mythological fables,/,344
"Colonna, Lorenzo Onofrio",/,sponsored,liking for landscapes,/,344
Colonna palace,/,located_in,Rome,/,346
Colonna palace,/,located_in,Rome,/,347
Colonna palace,/,sponsored,sale to Cardinal Flavio Chigi,/,347
Congregazione dei Virtuosi,/,located_in,Rome,/,352
Contarini family,/,located_in,Venice,/,355
Contarini villa,/,located_in,Mira,/,356
"Conti, Antonio",/,collaborated_on,Francesco Algarotti,/,358
"Conti, Antonio",/,collaborated_on,Sir Isaac Newton,/,359
"Conti, Antonio",/,sponsored,defence of fantasy in painting,/,360
"Conti, Antonio",/,sponsored,election to Royal Society,/,361
"Conti, Antonio",/,sponsored,treatise on painting,/,362
"Conti, Michaelangelo",/,is,Pope Innocent XIII,/,363
"Conti, Stefano",/,sponsored,documents relating to commissions to M. Franceschini and F. Torelli,/,365
"Contini, Giovanni Battista",/,sponsored,Buonaccorsi palace (Macerata),/,367
Contracts,/,sponsored,measurements of works,/,369
Contracts,/,sponsored,price,/,370
Contracts,/,sponsored,subject,/,371
Contracts,/,sponsored,time limit,/,372
"Corner, Flaminio",/,collaborated_on,Angeli,/,376
"Corner, Flaminio",/,sponsored,interest in church architecture,/,377
Corner family,/,located_in,Venice,/,378
Corner family,/,located_in,Venice,/,379
Corner family,/,sponsored,patronage of Tiepolo,/,379
"Corradini, Antonio",/,created,statue of Field Marshal Schulenburg,/,381
"Corradini, Antonio",/,sponsored,Virginity,/,382
Correggio,/,sponsored,Christ in the Garden of Olives,/,384
Correggio,/,sponsored,Jupiter,/,385
Correggio,/,sponsored,Antiope,/,385
Correggio,/,sponsored,Marriage of St Catherine,/,386
"Correr, Teodoro",/,sponsored,collections,/,389
"Correr, Teodoro",/,sponsored,interest in history of Venice,/,390
"Correr, Teodoro",/,created,paintings by P. Longhi,/,391
"Correr, Teodoro",/,created,drawings by P. Longhi,/,391
"Corsini, Lorenzo",/,is,Pope Clement XII,/,393
Corsini family,/,located_in,Florence,/,394
"Cortona, Pietro da",/,refer_to,"Berrettini, Pietro",/,395
"Cortese, Giacomo",/,refer_to,Borgognone,/,398
"Cortese, Giacomo",/,refer_to,Giacomo,/,398
"Cortese, Giacomo",/,refer_to,Guglielmo,/,398
"Cortese, Guglielmo",/,refer_to,Borgognone,/,398
"Cortese, Guglielmo",/,refer_to,Giacomo,/,398
"Cortese, Guglielmo",/,refer_to,Guglielmo,/,398
"Courtois, Jacques",/,refer_to,Borgognone,/,399
"Courtois, Jacques",/,refer_to,Giacomo,/,399
"Courtois, Jacques",/,refer_to,Guglielmo,/,399
"Courtois, Guillaume",/,refer_to,Borgognone,/,399
"Courtois, Guillaume",/,refer_to,Giacomo,/,399
"Courtois, Guillaume",/,refer_to,Guglielmo,/,399
Cremonese,/,refer_to,"Bassi, Francesco",/,402
"Crespi, Giuseppe Maria",/,collaborated_on,G. Ricci,/,407
"Crespi, Giuseppe Maria",/,collaborated_on,Grand Prince Ferdinand,/,408
